DATE;BP;VPSIZE;VPSIZEMIN;VPSIZEMAX;VPSEQT;DWQT;VDWQT;VPPSEQT;VPXPSEQT;HITRATIO;MISSRATIO;MAX_ASYNC_IO_DLY_MS;SYNC_IO_DLY_MS;MAX_SYNC_IO_DLY_MS;SYNC_IO_S;NON-DCRYPY_RD_MBS;NON_ENCRYP_WRT_MBS;PG_USED_BP_GB;CHG_PG_WRT_GB
01/02/202416:15;BP11;600;1572864;3145728;80;30;1;50;50;9459;165;2838;28;5640;12;1;0;6;0
01/02/202416:15;BP12;1600;100000;125000;10;30;1;50;50;9916;18;1232;28;2353;3;0;0;3;0
01/02/202416:15;BP2;1600;524288;655360;10;30;5;50;50;9802;50;3030;28;4018;12;2;0;10;0
01/02/202416:15;BP23;200;524288;1048576;50;30;1;50;50;8781;407;247;33;5610;3;0;0;0;0
01/02/202416:15;BP24;200;524288;655360;50;30;1;50;50;8609;530;202;35;5431;3;0;0;2;0
01/02/202416:15;BP25;200;524288;655360;80;30;5;50;50;8811;371;261;34;2995;2;0;0;1;0
01/02/202416:15;BP26;1000;50000;70000;10;30;1;50;50;9681;62;165;29;1822;2;0;0;1;0
01/02/202416:15;BP27;200;524288;650240;10;30;1;50;50;9489;136;371;31;2498;5;0;0;1;0
01/02/202416:15;BP28;200;524288;2097152;10;30;1;50;50;9531;177;278;33;2132;4;0;0;1;0
01/02/202416:15;BP3;1200;524288;655360;10;30;5;50;50;9869;42;2831;41;5941;34;8;0;14;0
01/02/202416:15;BP4;126;290048;330240;10;30;5;50;50;9751;49;1788;24;2644;20;24;0;1;0
01/02/202416:15;BP44;200;393216;1048576;80;30;1;50;50;9882;7;2187;28;513;0;0;0;0;0
01/02/202416:15;BP8;1600;50000;70000;80;30;1;50;50;9942;25;1996;31;2721;12;3;0;6;0
01/02/202416:30;BP0;24;60160;80128;10;30;5;50;50;9557;28;122;21;3557;0;0;0;0;0
01/02/202416:30;BP1;1600;524288;655360;80;30;5;50;50;9821;56;1876;26;3132;18;4;0;11;0
01/02/202416:30;BP11;600;1572864;3145728;80;30;1;50;50;9484;164;1477;28;1770;12;2;0;6;0
01/02/202416:30;BP12;1600;100000;125000;10;30;1;50;50;9919;14;1523;26;1750;3;0;0;3;0
01/02/202416:30;BP2;1600;524288;655360;10;30;5;50;50;9846;34;595;26;2326;13;3;0;10;0
01/02/202416:30;BP23;200;524288;1048576;50;30;1;50;50;9661;138;332;34;1676;2;0;0;0;0
01/02/202416:30;BP24;200;524288;655360;50;30;1;50;50;8397;569;515;32;1843;3;0;0;2;0
01/02/202416:30;BP25;200;524288;655360;80;30;5;50;50;8779;295;261;30;1892;2;0;0;1;0
01/02/202416:30;BP26;1000;50000;70000;10;30;1;50;50;9693;77;162;30;2374;2;0;0;1;0
01/02/202416:30;BP27;200;524288;650240;10;30;1;50;50;9391;129;375;28;2498;5;0;0;1;0
01/02/202416:30;BP28;200;524288;2097152;10;30;1;50;50;9363;237;278;32;2132;5;0;0;1;0
01/02/202416:30;BP3;1200;524288;655360;10;30;5;50;50;9857;40;2168;32;1845;36;9;0;14;0
01/02/202416:30;BP4;126;290048;330240;10;30;5;50;50;9759;54;1788;24;1948;16;9;0;1;0
01/02/202416:30;BP44;200;393216;1048576;80;30;1;50;50;9841;12;2187;25;538;0;0;0;0;0
01/02/202416:30;BP8;1600;50000;70000;80;30;1;50;50;9939;30;1996;30;2689;10;10;0;5;0
01/02/202416:45;BP0;24;60160;80128;10;30;5;50;50;9578;27;70;20;974;0;0;0;0;0
01/02/202416:45;BP1;1600;524288;655360;80;30;5;50;50;9846;45;1876;25;4950;17;3;0;11;0
01/02/202416:45;BP11;600;1572864;3145728;80;30;1;50;50;9632;96;1477;26;12018;10;1;0;6;0
01/02/202416:45;BP12;1600;100000;125000;10;30;1;50;50;9916;20;991;26;2223;2;0;0;3;0
01/02/202416:45;BP2;1600;524288;655360;10;30;5;50;50;9965;7;815;24;3343;11;3;0;10;0
01/02/202416:45;BP23;200;524288;1048576;50;30;1;50;50;9062;277;126;31;925;2;0;0;0;0
01/02/202416:45;BP24;200;524288;655360;50;30;1;50;50;8421;385;266;27;1112;3;0;0;2;0
01/02/202416:45;BP25;200;524288;655360;80;30;5;50;50;8330;465;276;32;3351;2;0;0;1;0
01/02/202416:45;BP26;1000;50000;70000;10;30;1;50;50;9669;72;177;28;1378;2;0;0;1;0
01/02/202416:45;BP27;200;524288;650240;10;30;1;50;50;9343;120;995;25;1872;5;0;0;1;0
01/02/202416:45;BP28;200;524288;2097152;10;30;1;50;50;9470;193;278;32;1719;3;0;0;1;0
01/02/202416:45;BP3;1200;524288;655360;10;30;5;50;50;9839;37;2168;29;300146;42;9;0;14;0
01/02/202416:45;BP4;126;290048;330240;10;30;5;50;50;9704;69;1014;24;16729;13;4;0;1;0
01/02/202416:45;BP44;200;393216;1048576;80;30;1;50;50;9832;7;2187;24;538;0;0;0;0;0
01/02/202416:45;BP8;1600;50000;70000;80;30;1;50;50;9928;27;1996;29;1063;10;5;0;4;0
01/02/202417:00;BP0;24;60160;80128;10;30;5;50;50;9528;30;70;20;174;0;0;0;0;0
01/02/202417:00;BP1;1600;524288;655360;80;30;5;50;50;9803;63;4701;26;7016;14;3;0;10;0
01/02/202417:00;BP11;600;1572864;3145728;80;30;1;50;50;9971;8;629;28;12018;8;1;0;6;0
01/02/202417:00;BP12;1600;100000;125000;10;30;1;50;50;9916;16;2212;25;871;2;0;0;3;0
01/02/202417:00;BP2;1600;524288;655360;10;30;5;50;50;9841;29;1045;25;13437;11;2;0;9;0
01/02/202417:00;BP23;200;524288;1048576;50;30;1;50;50;9210;309;97;32;620;1;0;0;0;0
01/02/202417:00;BP24;200;524288;655360;50;30;1;50;50;8462;441;160;30;8044;2;0;0;1;0
01/02/202417:00;BP25;200;524288;655360;80;30;5;50;50;8260;445;349;31;1864;2;0;0;1;0
01/02/202417:00;BP26;1000;50000;70000;10;30;1;50;50;9591;92;177;26;977;1;0;0;1;0
01/02/202417:00;BP27;200;524288;650240;10;30;1;50;50;9362;136;452;27;3864;4;0;0;1;0
01/02/202417:00;BP28;200;524288;2097152;10;30;1;50;50;9519;175;215;33;21560;2;0;0;1;0
01/02/202417:00;BP3;1200;524288;655360;10;30;5;50;50;9820;55;854;32;300146;37;18;0;13;0
01/02/202417:00;BP4;126;290048;330240;10;30;5;50;50;9666;73;3214;24;1771;11;7;0;1;0
01/02/202417:00;BP44;200;393216;1048576;80;30;1;50;50;9902;4;228;26;538;0;0;0;0;0
01/02/202417:00;BP8;1600;50000;70000;80;30;1;50;50;9898;26;795;26;1308;14;9;0;5;0
01/02/202417:15;BP0;24;60160;80128;10;30;5;50;50;9658;27;56;19;170;0;0;0;0;0
01/02/202417:15;BP1;1600;524288;655360;80;30;5;50;50;9724;80;1876;25;2935;14;2;0;10;0
01/02/202417:15;BP11;600;1572864;3145728;80;30;1;50;50;9632;131;629;29;1609;11;1;0;5;0
01/02/202417:15;BP12;1600;100000;125000;10;30;1;50;50;9931;17;2212;27;811;1;0;0;2;0
01/02/202417:15;BP2;1600;524288;655360;10;30;5;50;50;9856;28;1045;25;13437;10;16;0;9;0
01/02/202417:15;BP23;200;524288;1048576;50;30;1;50;50;9333;115;106;28;1523;1;0;0;0;0
01/02/202417:15;BP24;200;524288;655360;50;30;1;50;50;8574;351;160;30;3603;2;0;0;1;0
01/02/202417:15;BP25;200;524288;655360;80;30;5;50;50;7781;916;349;32;1171;2;0;0;1;0
01/02/202417:15;BP26;1000;50000;70000;10;30;1;50;50;9747;40;156;25;973;1;0;0;1;0
01/02/202417:15;BP27;200;524288;650240;10;30;1;50;50;9455;121;312;28;3864;3;0;0;1;0
01/02/202417:15;BP28;200;524288;2097152;10;30;1;50;50;9512;150;186;32;21560;2;0;0;1;0
01/02/202417:15;BP3;1200;524288;655360;10;30;5;50;50;9837;47;854;32;300146;30;8;0;14;0
01/02/202417:15;BP4;126;290048;330240;10;30;5;50;50;9558;96;3214;24;3422;10;1;0;1;0
01/02/202417:15;BP44;200;393216;1048576;80;30;1;50;50;9824;4;439;23;538;0;0;0;0;0
01/02/202417:15;BP8;1600;50000;70000;80;30;1;50;50;9926;37;945;32;1470;6;9;0;3;0
01/02/202417:30;BP0;24;60160;80128;10;30;5;50;50;9566;24;55;18;229;0;0;0;0;0
01/02/202417:30;BP1;1600;524288;655360;80;30;5;50;50;9718;88;1876;26;1843;13;3;0;10;0
01/02/202417:30;BP11;600;1572864;3145728;80;30;1;50;50;9665;110;634;29;1759;7;1;0;5;0
01/02/202417:30;BP12;1600;100000;125000;10;30;1;50;50;9928;18;2212;27;560;1;0;0;2;0
01/02/202417:30;BP2;1600;524288;655360;10;30;5;50;50;9880;25;1045;25;1715;8;3;0;7;0
01/02/202417:30;BP23;200;524288;1048576;50;30;1;50;50;9609;83;110;26;1523;1;0;0;0;0
01/02/202417:30;BP24;200;524288;655360;50;30;1;50;50;8903;419;124;31;1145;2;0;0;1;0
01/02/202417:30;BP25;200;524288;655360;80;30;5;50;50;7978;490;126;29;1252;1;0;0;0;0
01/02/202417:30;BP26;1000;50000;70000;10;30;1;50;50;9913;11;184;24;973;1;0;0;1;0
01/02/202417:30;BP27;200;524288;650240;10;30;1;50;50;9564;97;203;28;3864;3;0;0;1;0
01/02/202417:30;BP28;200;524288;2097152;10;30;1;50;50;9577;128;186;30;1738;2;0;0;0;0
01/02/202417:30;BP3;1200;524288;655360;10;30;5;50;50;9867;41;1571;33;300146;26;14;0;13;0
01/02/202417:30;BP4;126;290048;330240;10;30;5;50;50;9706;75;987;26;1167;7;1;0;1;0
01/02/202417:30;BP44;200;393216;1048576;80;30;1;50;50;9877;3;228;23;538;0;0;0;0;0
01/02/202417:30;BP8;1600;50000;70000;80;30;1;50;50;9915;36;962;30;1027;6;3;0;3;0
01/02/202417:45;BP0;24;60160;80128;10;30;5;50;50;9687;33;80;20;324;0;0;0;0;0
01/02/202417:45;BP1;1600;524288;655360;80;30;5;50;50;9783;63;1625;24;9897;12;3;0;10;0
01/02/202417:45;BP11;600;1572864;3145728;80;30;1;50;50;9778;46;629;25;1781;7;0;0;5;0
01/02/202417:45;BP12;1600;100000;125000;10;30;1;50;50;9914;26;432;29;522;1;0;0;2;0
01/02/202417:45;BP2;1600;524288;655360;10;30;5;50;50;9916;19;1626;25;2212;7;1;0;6;0
01/02/202417:45;BP23;200;524288;1048576;50;30;1;50;50;9648;59;112;26;1523;1;0;0;0;0
01/02/202417:45;BP24;200;524288;655360;50;30;1;50;50;9346;239;150;31;1145;1;0;0;1;0
01/02/202417:45;BP25;200;524288;655360;80;30;5;50;50;7740;592;126;30;6996;1;0;0;0;0
01/02/202417:45;BP26;1000;50000;70000;10;30;1;50;50;9925;11;263;24;973;1;0;0;1;0
01/02/202417:45;BP27;200;524288;650240;10;30;1;50;50;9662;92;207;30;3864;3;0;0;1;0
01/02/202417:45;BP28;200;524288;2097152;10;30;1;50;50;9506;167;186;30;1455;1;0;0;0;0
01/02/202417:45;BP3;1200;524288;655360;10;30;5;50;50;9826;54;3337;33;300146;22;6;0;12;0
01/02/202417:45;BP4;126;290048;330240;10;30;5;50;50;9728;77;1410;26;2505;6;0;0;1;0
01/02/202417:45;BP44;200;393216;1048576;80;30;1;50;50;9898;3;206;28;483;0;0;0;0;0
01/02/202417:45;BP8;1600;50000;70000;80;30;1;50;50;9707;128;1039;28;771;15;4;0;4;0
01/02/202418:00;BP0;24;60160;80128;10;30;5;50;50;9556;47;76;21;255;0;0;0;0;0
01/02/202418:00;BP1;1600;524288;655360;80;30;5;50;50;9821;51;1625;26;1549;9;2;0;9;0
01/02/202418:00;BP11;600;1572864;3145728;80;30;1;50;50;9640;111;422;28;1255;6;1;0;5;0
01/02/202418:00;BP12;1600;100000;125000;10;30;1;50;50;9875;27;432;27;652;1;0;0;3;0
01/02/202418:00;BP2;1600;524288;655360;10;30;5;50;50;9843;36;1626;28;1159;6;1;0;5;0
01/02/202418:00;BP23;200;524288;1048576;50;30;1;50;50;9657;58;112;27;1065;1;0;0;0;0
01/02/202418:00;BP24;200;524288;655360;50;30;1;50;50;8892;385;201;33;1145;1;0;0;1;0
01/02/202418:00;BP25;200;524288;655360;80;30;5;50;50;7651;471;107;29;443;1;0;0;0;0
01/02/202418:00;BP26;1000;50000;70000;10;30;1;50;50;9931;7;263;24;33315;1;0;0;1;0
01/02/202418:00;BP27;200;524288;650240;10;30;1;50;50;9539;124;207;30;3864;2;0;0;1;0
01/02/202418:00;BP28;200;524288;2097152;10;30;1;50;50;9866;36;186;31;958;1;0;0;0;0
01/02/202418:00;BP3;1200;524288;655360;10;30;5;50;50;9863;43;3337;34;5269;18;5;0;12;0
01/02/202418:00;BP4;126;290048;330240;10;30;5;50;50;9773;78;1145;29;1322;5;0;0;1;0
01/02/202418:00;BP44;200;393216;1048576;80;30;1;50;50;9888;3;119;21;483;0;0;0;0;0
01/02/202418:00;BP47;156;204800;819200;10;30;1;50;50;5308;0;0;71;577;0;0;0;0;0
01/02/202418:00;BP8;1600;50000;70000;80;30;1;50;50;9869;45;962;31;2474;5;1;0;2;0
01/02/202418:15;BP0;24;60160;80128;10;30;5;50;50;9662;25;100;20;160;0;0;0;0;0
01/02/202418:15;BP1;1600;524288;655360;80;30;5;50;50;9912;38;1625;29;2436;7;2;0;8;0
01/02/202418:15;BP11;600;1572864;3145728;80;30;1;50;50;9876;20;391;24;2327;6;1;0;4;0
01/02/202418:15;BP12;1600;100000;125000;10;30;1;50;50;9832;27;432;25;1507;1;0;0;3;0
01/02/202418:15;BP2;1600;524288;655360;10;30;5;50;50;9848;29;1626;23;1054;7;9;0;5;0
01/02/202418:15;BP23;200;524288;1048576;50;30;1;50;50;9663;24;112;22;750;1;0;0;0;0
01/02/202418:15;BP24;200;524288;655360;50;30;1;50;50;8838;381;201;32;1145;1;0;0;1;0
01/02/202418:15;BP25;200;524288;655360;80;30;5;50;50;7596;550;107;28;753;1;0;0;0;0
01/02/202418:15;BP26;1000;50000;70000;10;30;1;50;50;9935;6;263;24;33315;1;0;0;1;0
01/02/202418:15;BP27;200;524288;650240;10;30;1;50;50;9500;132;192;29;570;2;0;0;1;0
01/02/202418:15;BP28;200;524288;2097152;10;30;1;50;50;9452;128;160;31;958;1;0;0;0;0
01/02/202418:15;BP3;1200;524288;655360;10;30;5;50;50;9854;45;3337;34;6523;16;4;0;12;0
01/02/202418:15;BP4;126;290048;330240;10;30;5;50;50;9776;63;6078;28;2854;3;0;0;1;0
01/02/202418:15;BP44;200;393216;1048576;80;30;1;50;50;9846;2;119;22;483;0;0;0;0;0
01/02/202418:15;BP8;1600;50000;70000;80;30;1;50;50;9741;74;348;26;6210;9;1;0;1;0
01/02/202418:30;BP0;24;60160;80128;10;30;5;50;50;9500;27;60;19;279;0;0;0;0;0
01/02/202418:30;BP1;1600;524288;655360;80;30;5;50;50;9881;49;1625;30;74448;7;5;0;7;0
01/02/202418:30;BP11;600;1572864;3145728;80;30;1;50;50;9575;93;391;27;34366;6;1;0;4;0
01/02/202418:30;BP12;1600;100000;125000;10;30;1;50;50;9870;22;305;25;1507;1;0;0;3;0
01/02/202418:30;BP2;1600;524288;655360;10;30;5;50;50;9951;10;1626;26;911;4;2;0;4;0
01/02/202418:30;BP23;200;524288;1048576;50;30;1;50;50;9616;29;25;22;750;0;0;0;0;0
01/02/202418:30;BP24;200;524288;655360;50;30;1;50;50;8856;364;155;32;1145;1;0;0;1;0
01/02/202418:30;BP25;200;524288;655360;80;30;5;50;50;7798;439;86;28;1093;1;0;0;0;0
01/02/202418:30;BP26;1000;50000;70000;10;30;1;50;50;9985;1;319;24;33315;1;0;0;1;0
01/02/202418:30;BP27;200;524288;650240;10;30;1;50;50;9455;145;511;29;1408;1;0;0;1;0
01/02/202418:30;BP28;200;524288;2097152;10;30;1;50;50;9426;142;82;31;1585;1;0;0;0;0
01/02/202418:30;BP3;1200;524288;655360;10;30;5;50;50;9864;42;3777;34;39765;14;5;0;11;0
01/02/202418:30;BP4;126;290048;330240;10;30;5;50;50;9680;112;1196;29;1593;3;0;0;1;0
01/02/202418:30;BP44;200;393216;1048576;80;30;1;50;50;9842;3;119;25;683;0;0;0;0;0
01/02/202418:30;BP8;1600;50000;70000;80;30;1;50;50;9915;43;501;26;765;3;2;0;1;0
01/02/202418:45;BP0;24;60160;80128;10;30;5;50;50;9535;26;59;19;449;0;0;0;0;0
01/02/202418:45;BP1;1600;524288;655360;80;30;5;50;50;9905;44;1625;31;51016;5;3;0;6;0
01/02/202418:45;BP11;600;1572864;3145728;80;30;1;50;50;9361;132;343;24;555;5;0;0;4;0
01/02/202418:45;BP12;1600;100000;125000;10;30;1;50;50;9834;36;546;25;1507;1;0;0;3;0
01/02/202418:45;BP2;1600;524288;655360;10;30;5;50;50;9908;19;645;24;742;5;0;0;4;0
01/02/202418:45;BP23;200;524288;1048576;50;30;1;50;50;9570;26;49;23;1248;0;0;0;0;0
01/02/202418:45;BP24;200;524288;655360;50;30;1;50;50;9229;265;155;33;914;1;0;0;1;0
01/02/202418:45;BP25;200;524288;655360;80;30;5;50;50;7622;568;86;31;1093;1;0;0;0;0
01/02/202418:45;BP26;1000;50000;70000;10;30;1;50;50;9916;9;263;25;33315;1;0;0;1;0
01/02/202418:45;BP27;200;524288;650240;10;30;1;50;50;9622;100;486;31;14066;1;0;0;0;0
01/02/202418:45;BP28;200;524288;2097152;10;30;1;50;50;9450;138;82;31;1585;1;0;0;0;0
01/02/202418:45;BP3;1200;524288;655360;10;30;5;50;50;9873;39;3337;33;18035;13;3;0;12;0
01/02/202418:45;BP4;126;290048;330240;10;30;5;50;50;9535;129;1012;27;1593;3;0;0;1;0
01/02/202418:45;BP44;200;393216;1048576;80;30;1;50;50;9860;5;763;27;683;0;0;0;0;0
01/02/202418:45;BP8;1600;50000;70000;80;30;1;50;50;9837;86;501;32;887;2;0;0;1;0
01/02/202419:00;BP0;24;60160;80128;10;30;5;50;50;9181;59;63;23;408;0;0;0;0;0
01/02/202419:00;BP1;1600;524288;655360;80;30;5;50;50;9709;105;1008;32;12686;9;4;0;6;0
01/02/202419:00;BP11;600;1572864;3145728;80;30;1;50;50;9455;111;247;24;849;4;0;0;4;0
01/02/202419:00;BP12;1600;100000;125000;10;30;1;50;50;9829;26;293;24;783;1;0;0;3;0
01/02/202419:00;BP2;1600;524288;655360;10;30;5;50;50;9865;36;645;30;1143;3;1;0;3;0
01/02/202419:00;BP23;200;524288;1048576;50;30;1;50;50;9854;16;97;23;1248;0;0;0;0;0
01/02/202419:00;BP24;200;524288;655360;50;30;1;50;50;8875;385;58;32;805;1;0;0;1;0
01/02/202419:00;BP25;200;524288;655360;80;30;5;50;50;7662;565;49;35;1093;1;0;0;0;0
01/02/202419:00;BP26;1000;50000;70000;10;30;1;50;50;9946;5;148;23;33315;1;0;0;1;0
01/02/202419:00;BP27;200;524288;650240;10;30;1;50;50;9488;128;12756;31;14066;1;0;0;0;0
01/02/202419:00;BP28;200;524288;2097152;10;30;1;50;50;9431;135;103;32;402;1;0;0;0;0
01/02/202419:00;BP3;1200;524288;655360;10;30;5;50;50;9848;51;3177;35;1650;11;3;0;11;0
01/02/202419:00;BP4;126;290048;330240;10;30;5;50;50;9587;120;1141;27;7696;3;0;0;1;0
01/02/202419:00;BP44;200;393216;1048576;80;30;1;50;50;9893;4;763;27;683;0;0;0;0;0
01/02/202419:00;BP8;1600;50000;70000;80;30;1;50;50;9795;71;774;33;994;2;0;0;1;0
01/02/202419:15;BP0;24;60160;80128;10;30;5;50;50;9610;67;0;27;477;0;0;0;0;0
01/02/202419:15;BP1;1600;524288;655360;80;30;5;50;50;9724;107;949;27;911;4;1;0;5;0
01/02/202419:15;BP11;600;1572864;3145728;80;30;1;50;50;9436;109;258;27;11247;3;0;0;4;0
01/02/202419:15;BP12;1600;100000;125000;10;30;1;50;50;9865;25;298;26;1619;1;0;0;3;0
01/02/202419:15;BP2;1600;524288;655360;10;30;5;50;50;9966;7;339;26;1380;4;0;0;4;0
01/02/202419:15;BP23;200;524288;1048576;50;30;1;50;50;9428;40;97;21;360;0;0;0;0;0
01/02/202419:15;BP24;200;524288;655360;50;30;1;50;50;9264;251;106;32;805;1;0;0;0;0
01/02/202419:15;BP25;200;524288;655360;80;30;5;50;50;7945;734;17;37;659;1;0;0;0;0
01/02/202419:15;BP26;1000;50000;70000;10;30;1;50;50;9924;7;148;22;404;1;0;0;0;0
01/02/202419:15;BP27;200;524288;650240;10;30;1;50;50;9344;182;136;30;809;1;0;0;0;0
01/02/202419:15;BP28;200;524288;2097152;10;30;1;50;50;9766;52;82;31;472;1;0;0;0;0
01/02/202419:15;BP3;1200;524288;655360;10;30;5;50;50;9848;46;2754;31;1291;10;2;0;11;0
01/02/202419:15;BP4;126;290048;330240;10;30;5;50;50;9287;148;394;24;7696;3;0;0;1;0
01/02/202419:15;BP44;200;393216;1048576;80;30;1;50;50;9895;2;190;30;1386;0;0;0;0;0
01/02/202419:15;BP8;1600;50000;70000;80;30;1;50;50;9881;39;461;32;994;1;0;0;0;0
01/02/202419:30;BP0;24;60160;80128;10;30;5;50;50;9674;37;4;20;74;0;0;0;0;0
01/02/202419:30;BP1;1600;524288;655360;80;30;5;50;50;9781;125;949;30;907;4;1;0;5;0
01/02/202419:30;BP11;600;1572864;3145728;80;30;1;50;50;9322;151;257;25;608;3;0;0;4;0
01/02/202419:30;BP12;1600;100000;125000;10;30;1;50;50;9796;33;347;25;24610;1;0;0;3;0
01/02/202419:30;BP2;1600;524288;655360;10;30;5;50;50;9706;71;253;25;1333;4;1;0;4;0
01/02/202419:30;BP23;200;524288;1048576;50;30;1;50;50;8850;76;97;21;360;0;0;0;0;0
01/02/202419:30;BP24;200;524288;655360;50;30;1;50;50;8407;567;43;33;805;0;0;0;0;0
01/02/202419:30;BP25;200;524288;655360;80;30;5;50;50;8304;503;144;34;651;0;0;0;0;0
01/02/202419:30;BP26;1000;50000;70000;10;30;1;50;50;9936;6;60;21;415;1;0;0;0;0
01/02/202419:30;BP27;200;524288;650240;10;30;1;50;50;9320;179;184;30;809;1;0;0;0;0
01/02/202419:30;BP28;200;524288;2097152;10;30;1;50;50;9450;126;85;31;611;0;0;0;0;0
01/02/202419:30;BP3;1200;524288;655360;10;30;5;50;50;9837;52;2754;32;684;9;2;0;9;0
01/02/202419:30;BP4;126;290048;330240;10;30;5;50;50;9281;180;315;23;613;3;0;0;1;0
01/02/202419:30;BP44;200;393216;1048576;80;30;1;50;50;9863;3;190;25;683;0;0;0;0;0
01/02/202419:30;BP8;1600;50000;70000;80;30;1;50;50;9967;10;893;32;994;1;0;0;0;0
01/02/202419:45;BP0;24;60160;80128;10;30;5;50;50;9651;53;134;24;221;0;0;0;0;0
01/02/202419:45;BP1;1600;524288;655360;80;30;5;50;50;9775;116;289;29;2770;3;1;0;5;0
01/02/202419:45;BP11;600;1572864;3145728;80;30;1;50;50;9195;134;247;22;555;3;0;0;4;0
01/02/202419:45;BP12;1600;100000;125000;10;30;1;50;50;9699;42;215;22;24610;1;0;0;3;0
01/02/202419:45;BP2;1600;524288;655360;10;30;5;50;50;9618;64;253;24;687;4;0;0;4;0
01/02/202419:45;BP23;200;524288;1048576;50;30;1;50;50;9276;54;97;20;360;0;0;0;0;0
01/02/202419:45;BP24;200;524288;655360;50;30;1;50;50;8986;405;102;33;805;0;0;0;0;0
01/02/202419:45;BP25;200;524288;655360;80;30;5;50;50;7763;745;41;32;427;0;0;0;0;0
01/02/202419:45;BP26;1000;50000;70000;10;30;1;50;50;9936;5;60;21;474;0;0;0;0;0
01/02/202419:45;BP27;200;524288;650240;10;30;1;50;50;9479;155;136;28;809;1;0;0;0;0
01/02/202419:45;BP28;200;524288;2097152;10;30;1;50;50;9394;116;48;29;472;0;0;0;0;0
01/02/202419:45;BP3;1200;524288;655360;10;30;5;50;50;9839;45;1358;30;1852;10;2;0;10;0
01/02/202419:45;BP4;126;290048;330240;10;30;5;50;50;8913;177;1042;21;2457;3;0;0;1;0
01/02/202419:45;BP44;200;393216;1048576;80;30;1;50;50;9918;2;210;23;446;0;0;0;0;0
01/02/202419:45;BP8;1600;50000;70000;80;30;1;50;50;9787;126;474;36;994;2;0;0;0;0
01/02/202420:00;BP0;24;60160;80128;10;30;5;50;50;9443;13;134;16;86;0;0;0;0;0
01/02/202420:00;BP1;1600;524288;655360;80;30;5;50;50;9775;100;381;27;1100;4;1;0;5;0
01/02/202420:00;BP11;600;1572864;3145728;80;30;1;50;50;9360;105;345;25;1379;2;0;0;3;0
01/02/202420:00;BP12;1600;100000;125000;10;30;1;50;50;9623;57;722;24;24610;1;0;0;2;0
01/02/202420:00;BP2;1600;524288;655360;10;30;5;50;50;9947;12;5476;23;2089;5;0;0;4;0
01/02/202420:00;BP23;200;524288;1048576;50;30;1;50;50;9705;23;97;21;360;0;0;0;0;0
01/02/202420:00;BP24;200;524288;655360;50;30;1;50;50;9015;309;134;30;480;0;0;0;0;0
01/02/202420:00;BP25;200;524288;655360;80;30;5;50;50;7889;374;41;26;442;0;0;0;0;0
01/02/202420:00;BP26;1000;50000;70000;10;30;1;50;50;9907;6;46;21;392;1;0;0;0;0
01/02/202420:00;BP27;200;524288;650240;10;30;1;50;50;9561;100;40;28;774;1;0;0;0;0
01/02/202420:00;BP28;200;524288;2097152;10;30;1;50;50;9529;96;48;29;522;0;0;0;0;0
01/02/202420:00;BP3;1200;524288;655360;10;30;5;50;50;9870;40;12906;32;942;9;2;0;10;0
01/02/202420:00;BP4;126;290048;330240;10;30;5;50;50;9479;182;346;26;401;2;0;0;0;0
01/02/202420:00;BP44;200;393216;1048576;80;30;1;50;50;9890;2;320;25;278;0;0;0;0;0
01/02/202420:00;BP8;1600;50000;70000;80;30;1;50;50;9797;95;336;32;666;2;0;0;0;0
01/02/202420:15;BP0;24;60160;80128;10;30;5;50;50;9875;17;134;20;86;0;0;0;0;0
01/02/202420:15;BP1;1618;524288;655360;80;30;5;50;50;9764;92;381;25;1100;4;1;0;5;0
01/02/202420:15;BP11;600;1572864;3145728;80;30;1;50;50;9386;70;297;20;488;1;0;0;2;0
01/02/202420:15;BP12;1600;100000;125000;10;30;1;50;50;9729;42;722;24;24610;1;0;0;2;0
01/02/202420:15;BP2;1600;524288;655360;10;30;5;50;50;9758;51;313;25;2089;3;0;0;3;0
01/02/202420:15;BP23;200;524288;1048576;50;30;1;50;50;9434;62;16;21;344;0;0;0;0;0
01/02/202420:15;BP24;200;524288;655360;50;30;1;50;50;8534;412;40;29;974;0;0;0;0;0
01/02/202420:15;BP25;200;524288;655360;80;30;5;50;50;7685;272;41;21;380;0;0;0;0;0
01/02/202420:15;BP26;1000;50000;70000;10;30;1;50;50;9471;29;46;19;392;0;0;0;0;0
01/02/202420:15;BP27;200;524288;650240;10;30;1;50;50;9361;129;163;25;474;1;0;0;0;0
01/02/202420:15;BP28;200;524288;2097152;10;30;1;50;50;9412;118;38;30;3869;0;0;0;0;0
01/02/202420:15;BP3;1200;524288;655360;10;30;5;50;50;9881;32;12906;31;1211;8;2;0;9;0
01/02/202420:15;BP4;126;290048;330240;10;30;5;50;50;9923;33;1297;35;401;0;0;0;0;0
01/02/202420:15;BP44;200;393216;1048576;80;30;1;50;50;9827;2;81;21;387;0;0;0;0;0
01/02/202420:15;BP8;1600;50000;70000;80;30;1;50;50;9877;42;220;28;971;1;0;0;1;0
01/02/202420:30;BP0;24;60160;80128;10;30;5;50;50;9453;94;134;22;163;0;0;0;0;0
01/02/202420:30;BP1;1600;524288;655360;80;30;5;50;50;9710;124;785;26;1100;3;1;0;5;0
01/02/202420:30;BP11;600;1572864;3145728;80;30;1;50;50;9403;91;642;21;533;1;0;0;2;0
